DEBUG: SQLALCHEMY_DATABASE_URI = sqlite:////home/sak/Desktop/booking-project/Backend/booking.db
 * Serving Flask app 'app'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.148.167.146:5000
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 308-899-129
127.0.0.1 - - [10/Mar/2026 12:25:18] "GET /api/hotels HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:30:49] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:31:04] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:31:04] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:31:19] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:31:19] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:31:21] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:31:34] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:31:34] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:31:49] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:31:49] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:32:04] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:32:04] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:32:19] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:32:19] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:32:21] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:38:55] "OPTIONS /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:38:55] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:38:55] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:38:56] "GET /static/uploads/hotel_tfeila.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:38:56] "GET /static/uploads/hotel_azalai.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:38:56] "GET /static/uploads/hotel_monotel.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:38:56] "GET /static/uploads/hotel_semiramis.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:37] "OPTIONS /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:37] "OPTIONS /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:37] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:37] "GET /static/uploads/hotel_azalai.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:37] "GET /static/uploads/hotel_monotel.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:37] "GET /static/uploads/hotel_tfeila.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:37] "GET /static/uploads/hotel_semiramis.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:37] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "OPTIONS /api/auth/login HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "POST /api/auth/login HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "OPTIONS /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "OPTIONS /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "OPTIONS /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "[36mGET /static/uploads/hotel_tfeila.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "[36mGET /static/uploads/hotel_azalai.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "[36mGET /static/uploads/hotel_monotel.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "[36mGET /static/uploads/hotel_semiramis.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:39:59] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:14] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:14] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:19] "OPTIONS /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:19] "OPTIONS /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:19] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:19] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:19] "GET /static/uploads/profiles/user_1_hotely_admin_logo.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:29] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:29] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:44] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:44] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:59] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:40:59] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:41:14] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:41:14] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:41:29] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:41:29] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:41:44] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:41:44] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:41:59] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:41:59] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:42:14] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:42:14] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:42:29] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:42:29] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:42:44] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:42:44] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:42:59] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:42:59] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:14] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:14] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:29] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:29] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "OPTIONS /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "OPTIONS /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "OPTIONS /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "OPTIONS /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:38] "[36mGET /static/uploads/profiles/user_1_hotely_admin_logo.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:43:40] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:40] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:40] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:40] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:40] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:40] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:40] "[36mGET /static/uploads/profiles/user_1_hotely_admin_logo.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:43:43] "OPTIONS /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:43] "OPTIONS /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:43] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:43] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:43] "[36mGET /static/uploads/hotel_tfeila.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:43:43] "[36mGET /static/uploads/hotel_monotel.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:43:43] "[36mGET /static/uploads/hotel_azalai.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:43:43] "[36mGET /static/uploads/hotel_semiramis.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:43:46] "OPTIONS /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:46] "OPTIONS /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:46] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:46] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:50] "OPTIONS /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:50] "OPTIONS /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:50] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:50] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:50] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:50] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:50] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:50] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:50] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:50] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:43:50] "[36mGET /static/uploads/profiles/user_1_hotely_admin_logo.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:44:05] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:44:05] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:44:20] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:44:20] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:44:35] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:44:35] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:44:50] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:44:50] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:45:05] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:45:05] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:45:20] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:45:20] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:45:35] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:45:35] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:45:50] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:45:50] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:05] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:05] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:20] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:20] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:22] "OPTIONS /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:22] "OPTIONS /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:22] "OPTIONS /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:22] "OPTIONS /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:22] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:22] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:22] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:22] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:22] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:22] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:22] "[36mGET /static/uploads/profiles/user_1_hotely_admin_logo.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:46:37] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:37] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:52] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:46:52] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:47:07] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:47:07] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:47:22] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:47:22] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:47:37] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:47:37] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:47:52] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:47:52] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:48:07] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:48:07] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:48:22] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:48:22] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:48:37] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:48:37] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:48:52] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:48:52] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:07] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:07] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:22] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:22] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:37] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:37] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:48] "OPTIONS /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:48] "OPTIONS /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:49] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:49] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:49] "[36mGET /static/uploads/hotel_tfeila.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:49:49] "[36mGET /static/uploads/hotel_azalai.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:49:49] "[36mGET /static/uploads/hotel_semiramis.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:49:49] "[36mGET /static/uploads/hotel_monotel.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:49:52] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:52] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "OPTIONS /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "OPTIONS /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "[36mGET /static/uploads/hotel_tfeila.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "[36mGET /static/uploads/hotel_azalai.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "[36mGET /static/uploads/hotel_monotel.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:49:53] "[36mGET /static/uploads/hotel_semiramis.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:49:56] "OPTIONS /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:56] "OPTIONS /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:56] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:56] "GET /api/messages HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:49:56] "[36mGET /static/uploads/profiles/user_1_hotely_admin_logo.png HTTP/1.1[0m" 304 -
127.0.0.1 - - [10/Mar/2026 12:50:02] "GET /api/hotels HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:12] "OPTIONS /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:12] "OPTIONS /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:12] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:12] "GET /api/hotels?limit=5&offset=0&search=&guests=0 HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:50:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:01] "OPTIONS /api/auth/login HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:02] "POST /api/auth/login HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:02] "OPTIONS /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:02] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:02] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:02] "GET /api/notifications/settings HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:02] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:02] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:02] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:08] "OPTIONS /api/bookings/admin/all HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:08] "OPTIONS /api/payments HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:09] "GET /api/bookings/admin/all HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:09] "GET /api/payments HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:09] "GET /api/payments HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:09] "GET /static/uploads/profiles/user_1_hotely_admin_logo.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:09] "GET /api/bookings/admin/all HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:09] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:09] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:09] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:10] "OPTIONS /api/hotels/my HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:10] "OPTIONS /api/rooms/types HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:10] "OPTIONS /api/rooms/amenities HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:10] "GET /api/rooms/types HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:10] "GET /api/rooms/amenities HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:10] "GET /api/rooms/types HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:10] "GET /api/rooms/amenities HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:10] "GET /api/hotels/my HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:11] "GET /api/hotels/my HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:11] "GET /static/uploads/hotel_tfeila.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:11] "GET /static/uploads/hotel_kiffa.png HTTP/1.1" 200 -
